x_ifp_mocap,y_ifp_mocap,x_ifp_exo,y_ifp_exo,x_ifd_mocap,y_ifd_mocap,x_ifd_exo,y_ifd_exo,x_tip_mocap,y_tip_mocap,x_tip_exo,y_tip_exo
0.03382872777202875,0.03544879655680812,0.028100707128605865,0.035594564763801594,0.022848158707191646,0.05901629754890192,0.03192067507204388,0.061312415469315575,-0.0007343682114991056,0.06347324988533384,0.014965443614131574,0.07829829567048918
0.03409898728469654,0.035188905441319196,0.0284152869758588,0.03540946662120419,0.024064824979162746,0.059174642595432356,0.032436888899130926,0.06109655906022373,0.0007557644557944186,0.06489195818213493,0.015515197977533673,0.07811585329805668
0.03436689459115687,0.03492730387763008,0.02873401929396554,0.03521868627086191,0.025264915404669942,0.059282056491622256,0.03295891895479442,0.060873124928839374,0.0022846586302803056,0.06620360245933202,0.016084378416537773,0.07793916962650538
0.03463244203752052,0.03466401532595123,0.029056692748787326,0.03502218054079493,0.026445666249861232,0.05934146864274621,0.033486457391203324,0.060642039736598506,0.0038424344904727063,0.06740954858975776,0.01667373604254741,0.07776898928555351
0.034895622200534694,0.03439906323197697,0.029383090243680805,0.034819912091922735,0.027604596783054564,0.059355844842626584,0.03401918743341284,0.06040323874909067,0.0054197289503516224,0.06851180679348146,0.017283998200123316,0.07760595485225272
0.03515642788650939,0.034132471024827145,0.029712989335656068,0.034611849666046364,0.028739495675947326,0.05932816472444675,0.0345567842202225,0.060156666187529705,0.007007717793941819,0.06951294896797278,0.017915825040725572,0.0774505517424395
0.035414852130229144,0.03386426211500857,0.03004616267467288,0.03439796831437519,0.029848406529239632,0.059261401390352644,0.035098915664399113,0.05990227554324954,0.008598129252359463,0.07041602893481644,0.018569762184686985,0.07730305383745584
0.035670888193849955,0.03359445989239678,0.030382378464087638,0.0341782496049974,0.030929612751097853,0.059158503140207874,0.03564524333073583,0.05964002985295729,0.010183249917110795,0.07122450617188993,0.019246194387198594,0.07716347682401498
0.03592454747048719,0.0333230684217512,0.03072140094009468,0.033952681807829586,0.03196523418488148,0.05901983550063539,0.036195423329791955,0.05936990193271919,0.011728586947146898,0.0719224750978453,0.01994530602328523,0.07703154646330501
0.0361758061860001,0.03305012930069952,0.031062990867854537,0.033721260055730916,0.032974890770696284,0.05885234123115367,0.03674910722462244,0.05909187456892898,0.01326131737853441,0.07254084093389128,0.02066705385803163,0.07690668749284502
0.036424648421709796,0.032775676764253615,0.03140690605186986,0.03348398648063399,0.033959830604959176,0.05865857986901041,0.037305942947354766,0.058805940664813934,0.014780049093538958,0.07308549849961837,0.021411155836671095,0.0767880357236786
0.036671066153455785,0.032499737032303355,0.03175290185806244,0.033240870323720646,0.03492120589206342,0.058440785373987614,0.03786557572210061,0.05851210334136155,0.01628368202988067,0.07356172133333116,0.022177096908059225,0.07667447192316759
0.03691505166361268,0.03222233636272836,0.0321007317449179,0.03299192801885973,0.035860061965844015,0.05820092363643518,0.038427648990389855,0.058210375991900216,0.01777131355211717,0.07397422959380805,0.022964149988852517,0.07656467245429438
0.037156598045451524,0.031943500460794035,0.03245014780100453,0.032737183248719305,0.03677735321424736,0.057940734416697975,0.038991805335084735,0.057900782289929835,0.01924221325938672,0.0743272797134788,0.02377140794346677,0.07645716941784969
0.037395695930023794,0.03166325829584192,0.03280090128613566,0.03247666697316568,0.03767395433305117,0.05766176925822483,0.03955768739856675,0.05758335615017305,0.020695799344857584,0.0746247363688714,0.024597821431295373,0.07635041266528153
0.03763233782116504,0.03138163714839797,0.033152743173433835,0.032210417429767886,0.03855067027288351,0.057365414116116134,0.04012493879088661,0.05725814164319639,0.022131608653477283,0.07487011107259445,0.02544223769449975,0.07624282727436132
0.037866518520287905,0.031098661951162676,0.033505424689569255,0.031938480106428614,0.03940824224392303,0.05705291185286433,0.04069320498352361,0.056925192864329406,0.023549272612882033,0.07506660337464074,0.026303436461481568,0.07613286221493121
0.0380982318728949,0.030814359122966282,0.033858697850482566,0.031660907686367,0.040247354044783634,0.05672538522943872,0.041262134184413886,0.05658457375798307,0.024948509401301416,0.07521714968215105,0.02718016060387668,0.07601902821590528
0.03832746392859402,0.030528765268224074,0.0342123159899642,0.031377759965876766,0.04106862559672641,0.056383862110223365,0.0418313781899716,0.05623635789883386,0.026329087194140607,0.07532445364477419,0.028071140566371937,0.07589992473046622
0.03855421166358646,0.0302419040901755,0.03456603427854735,0.03108910374547514,0.041872638053982066,0.05602926623312308,0.04240059320994371,0.05588062823168772,0.02769083409713177,0.07539099230621546,0.028975112635683635,0.07577425714524105
0.03877846881893784,0.02995380369934119,0.034919610230276454,0.030795012695241465,0.04265994173078011,0.05566244364848348,0.04296944066109929,0.055517476772169526,0.029033654624667192,0.07541907037729983,0.02989083175963997,0.07564084600305801
0.03900023018900547,0.029664491318824048,0.03527280419503886,0.030495567195317548,0.043431037776699065,0.05528417016382202,0.04353758792595915,0.05514700427069138,0.03035747452777217,0.07541081777280817,0.030817079921986297,0.0754986301546561
0.039219484952227886,0.029374002112105366,0.035625379834289775,0.03019085415270139,0.04418638801608391,0.05489516732755463,0.044104709073013997,0.054769319842433044,0.0316622466357211,0.07536821992565743,0.031752671125348374,0.075346665602745
0.03943623818740841,0.029082350620711375,0.03597710457815833,0.029880966795613424,0.044926456772165745,0.0544960772244896,0.044670485535156824,0.05438454056632074,0.03294800441959332,0.07529311257179697,0.03269645393636472,0.07518412150611684
0.039650472997435585,0.028789581293927002,0.03632775006209444,0.02956600444684524,0.04565162942088166,0.05408752827745378,0.04523460674336125,0.0539927910562086,0.03421472991561034,0.07518722803139162,0.03364731238300804,0.07501027447850556
0.03986218925074067,0.028495716663002792,0.03667709254139793,0.029246072277615602,0.04636230286597669,0.05367007907774973,0.04579677071297291,0.05359420300765109,0.035462485657470524,0.07505217403640972,0.0346041658165125,0.07482450200770596
0.04007138307287507,0.028200784716509254,0.03702491328216274,0.028921281043557297,0.04705883864847826,0.05324425621266912,0.046356684580333214,0.053188914723803944,0.0366913293043368,0.07488945775941244,0.035565968187616676,0.07462627556258161
0.04027805092868941,0.027904813444742868,0.037370998927365444,0.028591746804538652,0.0477415861280159,0.05281054857399401,0.04691406508782762,0.052777070624100024,0.03790135836783085,0.07470049872532336,0.03653170705122653,0.07441515375546415
0.040482190057686745,0.027607830196039098,0.03771514183702857,0.02825759063008664,0.04841087141235635,0.05236941358596218,0.04746863901583336,0.05235882073942021,0.039092671731220774,0.07448662757648289,0.037500402507565984,0.07419077578048894
0.040683792281347844,0.027309870845687673,0.03805714040159076,0.027918938292223548,0.0490669933832652,0.05192128972564686,0.048020143560433264,0.0519343201975128,0.04026537478476161,0.07424910892158437,0.03847110620880564,0.07395285524544959
0.04088286402658928,0.027010950168096876,0.038396799327818275,0.02757591994755721,0.04971025570543444,0.05146656621325622,0.0485683266561587,0.051503728702410316,0.04141960268908093,0.07398911208539129,0.039442900503498295,0.07370117444583635
0.04107939757580238,0.026711104335260305,0.03873392989678998,0.027228669810475774,0.05034093628110515,0.05100562842630145,0.049112947243416936,0.05106721001155389,0.042555496850061734,0.07370776341104582,0.04041489775201821,0.073435579085878
0.041273391128419164,0.026410361314463893,0.0390683501936829,0.026877325819291538,0.05095929165566987,0.05053883683564435,0.0496537754806522,0.05062493141425608,0.04367318330729732,0.0734061196898834,0.04138623982019756,0.07315597342529301
0.0414648425997311,0.02610875003096712,0.039399885309271486,0.02652202929715914,0.05156556970142319,0.050066531898601344,0.0501905929016686,0.05017706321502497,0.044772808865140734,0.07308518520892919,0.04235609774186746,0.07286231581646305
